,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_to_debt,late_payment_flag,"age_group_(30, 40]","age_group_(40, 50]","age_group_(50, 60]","age_group_(60, 100]",SeriousDlqin2yrs,default_probability,risk_score
5672,0.421819025,51,0,0.15275201,3233.0,7,0,0,0,0.0,2804.5928109030147,0,False,False,True,False,0,0.02,2.0
94861,0.387495297,57,0,0.761732852,3600.0,9,0,1,0,2.0,2043.4426229340702,0,False,False,True,False,0,0.01,1.0
35045,0.310213172,42,0,0.44312182,10416.0,10,0,3,0,0.0,7217.685891548643,0,False,True,False,False,0,0.07,7.0
119203,0.138145573,39,0,0.359728054,5000.0,11,0,0,0,2.0,3677.205883405271,0,True,False,False,False,1,0.04,4.0
130770,0.03788599,65,0,1.293789809,1255.0,12,0,1,0,1.0,547.1294689146472,0,False,False,False,True,0,0.0,0.0
42854,0.001630676,58,0,5.0,5400.0,27,0,2,0,1.0,900.0,0,False,False,True,False,0,0.02,2.0
69533,0.0,52,0,5.0,5400.0,6,0,3,0,0.0,900.0,0,False,False,True,False,0,0.02,2.0
73112,0.23596013,50,0,0.345815662,9666.0,7,0,2,0,2.0,7182.261488646577,0,False,True,False,False,0,0.02,2.0
11216,0.215418091,43,0,0.094312455,4166.0,4,0,0,0,3.0,3806.956578959891,0,False,True,False,False,0,0.0,0.0
38101,0.041330274,82,0,5.0,5400.0,12,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
108816,0.028146063,57,1,5.0,5400.0,9,0,1,0,0.0,900.0,1,False,False,True,False,0,0.0,0.0
16962,0.15140405,31,0,0.76092545,3500.0,9,0,1,0,1.0,1987.5912407308329,0,True,False,False,False,0,0.06,6.0
133626,0.801397721,38,0,0.440335676,14656.0,10,0,2,0,2.0,10175.405805889375,0,True,False,False,False,0,0.09,9.0
4106,0.305619427,55,2,0.325650369,11800.0,15,0,2,0,2.0,8901.291227264766,1,False,False,True,False,0,0.02,2.0
96513,1.134511914,59,2,5.0,5400.0,3,0,1,0,0.0,900.0,1,False,False,True,False,0,0.31,31.0
109807,0.9999999,34,0,0.280307186,7291.0,4,0,1,0,2.0,5694.727077787409,0,True,False,False,False,0,0.04,4.0
38040,0.0,26,0,0.203398301,2000.0,3,0,0,0,0.0,1661.9601326826205,0,False,False,False,False,0,0.0,0.0
14514,0.000883166,43,0,0.0,4014.0,6,0,0,0,2.0,4014.0,0,False,True,False,False,0,0.02,2.0
61614,0.377333522,62,0,0.178832242,29166.0,6,0,2,0,0.0,24741.433904553825,0,False,False,False,True,0,0.01,1.0
13884,0.0,61,0,0.399928584,5600.0,5,0,3,0,0.0,4000.2040561234803,0,False,False,False,True,0,0.02,2.0
91405,0.086288228,49,0,1.512278698,1750.0,7,0,2,0,1.0,696.5787678704427,0,False,True,False,False,0,0.01,1.0
134893,0.9999999,55,0,0.419605665,3600.0,4,0,2,0,0.0,2535.9154931239304,0,False,False,True,False,0,0.07,7.0
22302,0.612625873,40,3,0.370688114,5594.0,15,0,1,0,3.0,4081.161821470351,1,True,False,False,False,1,0.39,39.0
60798,0.0,65,0,0.27653756,17917.0,5,0,2,0,0.0,14035.623048960659,0,False,False,False,True,1,0.0,0.0
116878,0.9999999,40,3,0.197436236,7566.0,4,2,0,1,2.0,6318.499284165642,1,True,False,False,False,1,0.68,68.0
92183,0.9999999,36,0,0.002504174,4791.0,0,0,0,1,0.0,4779.032471140614,0,True,False,False,False,1,0.27,27.0
32761,0.00594975,71,0,0.102859336,5210.0,11,0,1,0,0.0,4724.083869930625,0,False,False,False,True,0,0.0,0.0
10085,0.047995378,61,0,0.627774445,3333.0,13,0,2,0,0.0,2047.580984108643,0,False,False,False,True,0,0.02,2.0
72766,0.034910939,58,0,0.225677432,10000.0,14,0,0,0,1.0,8158.753468832737,0,False,False,True,False,0,0.0,0.0
12484,0.213414003,45,0,0.333333333,6500.0,10,0,1,0,2.0,4875.000001218749,0,False,True,False,False,0,0.01,1.0
63809,0.06525965,29,0,5.0,5400.0,3,0,0,0,0.0,900.0,0,False,False,False,False,0,0.0,0.0
75363,0.198773497,52,0,0.348192897,9600.0,3,0,1,0,2.0,7120.642766596626,0,False,False,True,False,0,0.0,0.0
93576,0.9999999,67,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
93062,1.015856601,41,0,0.477904419,5000.0,6,2,2,0,0.0,3383.1687189778945,0,False,True,False,False,0,0.62,62.0
96681,0.9999999,34,0,5.0,5400.0,1,0,0,0,0.0,900.0,0,True,False,False,False,0,0.4001666666666667,40.0
147542,0.125421906,46,0,0.387494003,6252.0,10,0,2,0,2.0,4505.965421459195,0,False,True,False,False,0,0.0,0.0
88779,0.832471159,59,0,0.217519042,9189.0,15,0,0,0,0.0,7547.315223017268,0,False,False,True,False,0,0.04,4.0
64436,0.142674919,51,0,0.314757913,55000.0,10,0,3,0,3.0,41832.796331684825,0,False,False,True,False,0,0.02,2.0
137175,0.900839664,41,0,0.282830225,5200.0,5,0,1,0,2.0,4053.537170127091,0,False,True,False,False,0,0.02,2.0
123069,0.060991287,48,1,0.246595266,7562.0,6,0,1,0,1.0,6066.12282771175,1,False,True,False,False,0,0.09,9.0
49288,0.186017692,59,0,0.373239437,3833.0,9,0,1,0,0.0,2791.2102556373056,0,False,False,True,False,0,0.1,10.0
136674,0.244609675,62,0,0.779376499,1250.0,14,0,1,0,0.0,702.4932613769448,0,False,False,False,True,0,0.05,5.0
99416,0.253186946,56,0,0.720537617,6100.0,11,0,2,0,0.0,3545.4034481595413,0,False,False,True,False,0,0.05,5.0
82736,0.13138827,51,4,0.068450039,5083.0,7,0,0,0,0.0,4757.358617121076,1,False,False,True,False,1,0.15,15.0
137237,1.03240262,31,0,0.166733307,2500.0,7,0,0,0,5.0,2142.734749236057,0,True,False,False,False,0,0.26,26.0
91793,0.246870678,29,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,False,False,False,0,0.0,0.0
112741,0.9999999,52,0,0.539206498,3200.0,7,0,1,0,2.0,2078.9933021709476,0,False,False,True,False,0,0.04,4.0
103096,0.015299235,69,0,5.0,5400.0,5,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
27614,0.492502499,52,0,0.22354717,6624.0,5,0,1,0,3.0,5413.7675787358485,0,False,False,True,False,0,0.0,0.0
46011,0.9999999,52,0,0.160791888,2070.0,2,0,0,0,0.0,1783.2653909793692,0,False,False,True,False,0,0.1,10.0
7483,0.079361085,63,0,5.0,5400.0,6,0,0,0,1.0,900.0,0,False,False,False,True,0,0.0,0.0
59211,0.252986265,26,0,0.117025862,4639.0,9,0,0,0,0.0,4152.992475656754,0,False,False,False,False,0,0.03,3.0
43405,0.0,82,0,0.0,5400.0,3,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
76115,0.9999999,27,0,0.03407542,2200.0,0,4,0,0,0.0,2127.5043942152693,0,False,False,False,False,0,0.54,54.0
116280,0.066219739,72,0,0.142311713,22000.0,16,0,1,0,0.0,19259.191470796028,0,False,False,False,True,0,0.0,0.0
1330,0.170685802,50,0,5.0,5400.0,5,0,0,0,3.0,900.0,0,False,True,False,False,0,0.0,0.0
91272,0.005503263,42,0,0.02969703,10000.0,12,0,0,0,3.0,9711.594487166774,0,False,True,False,False,0,0.06,6.0
63345,0.57341519,32,0,0.959563835,2200.0,10,0,1,0,0.0,1122.6988173110472,0,True,False,False,False,0,0.2,20.0
104110,0.65989724,52,0,0.20403629,5400.0,10,0,0,0,0.0,4484.914653195378,0,False,False,True,False,0,0.04,4.0
45894,1.0,39,0,0.931165141,3166.0,3,0,2,0,0.0,1639.4247870280917,0,True,False,False,False,0,0.07,7.0
28047,0.027238954,60,0,0.319106201,3982.0,10,0,1,0,0.0,3018.7106974262497,0,False,False,True,False,0,0.06,6.0
68502,0.0,25,0,0.0,1200.0,3,0,0,0,0.0,1200.0,0,False,False,False,False,0,0.03,3.0
64799,0.435019209,48,0,0.575395915,4356.0,23,0,0,0,2.0,2765.0192301025486,0,False,True,False,False,1,0.18,18.0
49863,0.262647543,45,0,0.460128723,9166.0,22,0,1,0,2.0,6277.52872443151,0,False,True,False,False,0,0.05,5.0
64234,0.365102784,49,0,0.524708192,18333.0,14,0,3,0,3.0,12023.94011929071,0,False,True,False,False,0,0.11,11.0
101883,0.04149917,79,0,0.083609003,15416.0,7,0,1,0,0.0,14226.533701104732,0,False,False,False,True,0,0.0,0.0
35111,0.0,30,0,0.015357543,6250.0,2,0,0,0,0.0,6155.467148580587,0,False,False,False,False,0,0.08,8.0
67985,0.068833562,67,0,0.244341424,7333.0,7,0,1,0,0.0,5893.077139895971,0,False,False,False,True,0,0.0,0.0
113739,0.045952153,59,0,5.0,5400.0,12,0,0,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
88820,0.298805069,72,0,0.254422397,6500.0,11,0,0,0,0.0,5181.667686693895,0,False,False,False,True,0,0.0,0.0
65753,0.038615904,58,0,0.263867403,4524.0,9,0,1,0,0.0,3579.489422119387,0,False,False,True,False,0,0.0,0.0
32820,0.808583362,65,0,5.0,5400.0,20,0,1,0,0.0,900.0,0,False,False,False,True,0,0.08,8.0
60880,0.046901617,61,0,0.633949847,8812.0,8,0,3,0,0.0,5393.06638828554,0,False,False,False,True,0,0.01,1.0
57618,0.11360799,22,0,2.0,5400.0,1,0,0,0,0.0,1800.0,0,False,False,False,False,0,0.03,3.0
111881,0.176912232,44,1,0.460923179,6000.0,15,0,2,0,3.0,4106.992130898349,1,False,True,False,False,0,0.07,7.0
50161,0.002101568,73,0,0.002561475,5855.0,5,0,0,0,0.0,5840.040881283614,0,False,False,False,True,0,0.02,2.0
141480,0.9999999,68,0,5.0,5400.0,1,0,0,0,0.0,900.0,0,False,False,False,True,0,0.01,1.0
103502,0.926796752,53,0,5.0,5400.0,3,0,0,1,0.0,900.0,0,False,False,True,False,0,0.145,14.0
22445,0.021121371,43,0,0.003337041,3595.0,3,0,0,0,0.0,3583.043237810653,0,False,True,False,False,0,0.01,1.0
5222,0.008349083,84,0,0.004907306,1833.0,11,0,0,0,0.0,1824.0488342115805,0,False,False,False,True,0,0.0,0.0
25305,0.9999999,91,0,0.0,5400.0,0,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
84043,0.866982931,60,0,0.423744869,3166.0,7,1,0,0,0.0,2223.713018346969,0,False,False,True,False,0,0.21,21.0
125762,0.044277808,57,0,0.02435273,3900.0,6,0,0,0,4.0,3807.2822825395315,0,False,False,True,False,0,0.01,1.0
113386,0.016739665,43,0,0.114428552,7200.0,9,0,0,0,0.0,6460.710277997257,0,False,True,False,False,0,0.0,0.0
88814,0.035964036,21,0,0.00116144,860.0,2,0,0,0,0.0,859.0023203450585,0,False,False,False,False,0,0.05,5.0
145042,0.070841804,67,0,0.307140336,8500.0,7,0,2,0,0.0,6502.74478256174,0,False,False,False,True,0,0.0,0.0
135137,0.906761655,38,0,0.065499547,3312.0,1,0,0,0,0.0,3108.4011338392434,0,True,False,False,False,0,0.09,9.0
11232,0.986036871,59,0,0.199681685,8167.0,6,0,0,0,2.0,6807.639144711957,0,False,False,True,False,0,0.0,0.0
130725,0.119122022,52,0,0.351464854,10000.0,8,0,2,0,3.0,7399.378511696021,0,False,False,True,False,0,0.01,1.0
3845,0.0,68,0,0.207803993,1101.0,2,0,0,0,0.0,911.5717503676112,0,False,False,False,True,0,0.02,2.0
103204,0.9999999,42,1,0.250863295,4922.0,4,0,1,0,4.0,3934.8824285390833,1,False,True,False,False,1,0.39,39.0
67268,0.120641817,60,0,0.308935285,12500.0,14,0,1,0,0.0,9549.746380318566,0,False,False,True,False,0,0.03,3.0
15846,0.114388561,71,0,0.008093311,4200.0,5,0,0,0,0.0,4166.280992216602,0,False,False,False,True,0,0.03,3.0
73956,0.862275449,23,0,0.023952096,500.0,1,0,0,0,0.0,488.30409347587295,0,False,False,False,False,0,0.04,4.0
58715,0.948255611,32,0,0.565855897,8715.0,11,0,4,0,1.0,5565.646249247417,0,True,False,False,False,0,0.2,20.0
136076,0.501954157,30,0,5.0,1.0,5,0,1,0,3.0,0.16666666666666666,0,False,False,False,False,0,0.03,3.0
91752,0.226236545,63,0,0.775794172,3808.0,8,0,1,0,0.0,2144.39266669696,0,False,False,False,True,0,0.02,2.0
137708,0.052625914,72,0,0.192667831,6300.0,16,0,1,0,0.0,5282.275446901023,0,False,False,False,True,0,0.01,1.0
105099,0.087311407,79,0,5.0,5400.0,9,0,1,0,0.0,900.0,0,False,False,False,True,0,0.01,1.0
70232,0.252135653,56,0,0.589654423,4600.0,3,0,1,0,1.0,2893.7106917356714,0,False,False,True,False,0,0.0,0.0
79460,0.132778577,59,1,0.247119322,10500.0,16,0,1,0,0.0,8419.402870898668,1,False,False,True,False,0,0.01,1.0
34301,0.416514034,43,0,0.499275152,3448.0,9,0,1,0,0.0,2299.777992985773,0,False,True,False,False,0,0.06,6.0
100033,0.521392741,39,0,0.356834532,2084.0,5,0,0,0,1.0,1535.9278901371595,0,True,False,False,False,0,0.07,7.0
47822,0.343710162,46,1,0.465255791,6000.0,15,0,1,0,2.0,4094.84817385035,1,False,True,False,False,0,0.05,5.0
102791,1.025890638,30,1,0.234804631,2763.0,9,0,0,2,3.0,2237.60093753649,1,False,False,False,False,1,0.53,53.0
3947,0.952039643,52,0,0.360458453,6979.0,12,0,2,0,1.0,5129.8883730042135,0,False,False,True,False,0,0.07,7.0
38370,0.09509431,33,0,0.16350365,4109.0,3,0,0,0,2.0,3531.574653848314,0,True,False,False,False,0,0.01,1.0
8343,0.645319533,46,0,5.0,5400.0,8,0,2,0,0.0,900.0,0,False,True,False,False,0,0.06,6.0
148594,0.066742541,25,0,0.662606577,820.0,5,0,0,0,0.0,493.2014653037187,0,False,False,False,False,0,0.0,0.0
90092,0.069269464,64,0,5.0,5400.0,10,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
142695,0.588918504,43,1,1.04652713,7500.0,15,0,2,0,1.0,3664.744967246048,1,False,True,False,False,1,0.31,31.0
134178,0.9999999,38,0,0.322415266,3510.0,6,0,1,0,1.0,2654.234331865313,0,True,False,False,False,0,0.02,2.0
43922,0.0003328,37,0,0.038506784,12750.0,14,0,0,0,0.0,12277.2428610346,0,True,False,False,False,0,0.02,2.0
134603,0.011684074,74,0,0.149797571,6421.0,9,0,1,0,0.0,5584.461266878081,0,False,False,False,True,0,0.01,1.0
115166,0.039836319,50,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
2807,0.007809418,53,0,0.118503539,4944.0,11,0,1,0,0.0,4420.19164679639,0,False,False,True,False,0,0.01,1.0
100372,0.281735363,32,0,0.100185529,4850.0,7,0,0,0,2.0,4408.347385198156,0,True,False,False,False,0,0.03,3.0
14998,0.057423492,47,0,5.0,5400.0,5,0,0,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
66319,0.011137923,56,0,0.342001131,24765.0,14,0,4,0,1.0,18453.784745729845,0,False,False,True,False,0,0.01,1.0
55263,0.9999999,35,0,0.724211815,6533.0,12,0,1,0,0.0,3788.977632078226,0,True,False,False,False,0,0.17,17.0
94411,0.020449644,76,2,0.294117647,6000.0,11,0,1,0,1.0,4636.3636365743805,1,False,False,False,True,0,0.09,9.0
85602,0.196204177,48,0,0.572518297,9700.0,18,0,2,0,2.0,6168.4496889513775,0,False,True,False,False,0,0.04,4.0
47828,0.036939162,61,1,0.123033036,10866.0,10,0,1,0,0.0,9675.583577400655,1,False,False,False,True,0,0.01,1.0
83214,0.005119172,84,0,5.0,5400.0,8,0,2,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
41288,0.9999999,52,1,0.160593357,3100.0,1,1,0,0,2.0,2671.0475131558073,1,False,False,True,False,0,0.35,35.0
58833,0.661006067,62,0,5.0,5400.0,13,0,1,0,0.0,900.0,0,False,False,False,True,0,0.02,2.0
32690,0.003621607,62,1,0.183928008,6333.0,18,0,1,0,0.0,5349.142817136563,1,False,False,False,True,0,0.02,2.0
4402,0.0,63,1,5.0,5400.0,12,0,2,0,0.0,900.0,1,False,False,False,True,0,0.02,2.0
123269,0.9999999,64,0,0.200540541,3699.0,1,1,0,0,0.0,3081.1121104822396,0,False,False,False,True,0,0.24,24.0
110458,0.128530185,56,0,0.210530612,12249.0,6,0,2,0,2.0,10118.703218717117,0,False,False,True,False,0,0.0,0.0
116892,0.253605241,68,0,0.302944418,6350.0,14,0,1,0,0.0,4873.577040029961,0,False,False,False,True,0,0.0,0.0
128146,0.75089964,25,0,0.01119776,5000.0,3,0,0,0,0.0,4944.631206461534,0,False,False,False,False,0,0.03,3.0
76055,0.747178118,41,0,0.452769298,11464.0,13,0,1,0,1.0,7891.135926249454,0,False,True,False,False,0,0.04,4.0
149937,0.677344917,38,3,0.24227835,13500.0,9,0,1,0,3.0,10867.129737872352,1,True,False,False,False,1,0.25,25.0
55536,0.472110247,36,0,0.180404355,4500.0,10,0,0,0,0.0,3812.2529630958534,0,True,False,False,False,1,0.02,2.0
69900,0.39328907,66,0,0.476488065,9760.0,11,0,2,0,0.0,6610.280320823318,0,False,False,False,True,0,0.02,2.0
92098,0.286030382,43,0,5.0,5400.0,12,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
43214,0.01175953,73,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
29478,0.258975351,64,1,0.526870007,2753.0,10,0,0,0,0.0,1803.0349586924594,1,False,False,False,True,0,0.06,6.0
31838,0.00976936,45,0,0.539872971,4250.0,11,0,2,1,3.0,2759.9679194576893,0,False,True,False,False,0,0.18,18.0
94895,0.399160291,47,0,0.352303975,12000.0,12,0,2,0,3.0,8873.744529220954,0,False,True,False,False,0,0.0,0.0
46761,0.03009699,31,0,0.412058732,3200.0,7,0,1,0,0.0,2266.1946896979352,0,True,False,False,False,0,0.02,2.0
53474,0.038828321,67,0,0.292270773,10000.0,9,0,1,0,1.0,7738.316310276871,0,False,False,False,True,0,0.0,0.0
17375,0.848631307,46,0,5.0,5400.0,9,0,0,0,2.0,900.0,0,False,True,False,False,0,0.06,6.0
111699,0.058667843,28,0,0.166461916,3255.0,3,0,0,0,0.0,2790.489732542627,0,False,False,False,False,0,0.0,0.0
104229,0.135636225,47,0,0.075425364,5700.0,10,0,0,0,0.0,5300.228347599211,0,False,True,False,False,0,0.0,0.0
54717,0.215068058,49,1,5.0,5400.0,13,0,2,0,0.0,900.0,1,False,True,False,False,0,0.05,5.0
92760,0.328944385,52,0,0.377609791,8333.0,9,0,1,0,2.0,6048.882676676621,0,False,False,True,False,0,0.0,0.0
18906,0.081808234,49,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
127330,0.97190281,47,1,0.298211882,5200.0,6,0,1,0,2.0,4005.5094796921603,1,False,True,False,False,0,0.14,14.0
145991,0.154687564,32,0,0.029081097,6670.0,5,0,0,0,0.0,6481.510562621869,0,True,False,False,False,0,0.02,2.0
6443,1.010430248,32,1,0.313493866,2200.0,5,1,0,2,4.0,1674.9221727998538,1,True,False,False,False,1,0.58,58.0
123085,0.034217675,50,3,1.141239174,1500.0,8,0,1,0,2.0,700.5289358674885,1,False,True,False,False,0,0.1,10.0
41701,0.977232065,63,3,0.492945326,3401.0,9,0,0,0,0.0,2278.047253821537,1,False,False,False,True,0,0.4,40.0
140472,0.894386001,32,1,0.655923605,3350.0,8,0,1,0,1.0,2023.040187291732,1,True,False,False,False,0,0.12,12.0
48510,0.199432555,52,0,0.293202106,4368.0,11,0,1,0,3.0,3377.662300218988,0,False,False,True,False,0,0.02,2.0
66292,0.010904619,62,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
36934,0.001184815,52,0,5.0,5400.0,13,0,1,0,2.0,900.0,0,False,False,True,False,0,0.02,2.0
6085,0.343018468,37,0,5.0,5400.0,6,0,1,0,4.0,900.0,0,True,False,False,False,0,0.03,3.0
1041,0.098407733,47,0,0.069744476,8100.0,6,0,0,0,2.0,7571.901684678576,0,False,True,False,False,0,0.0,0.0
54580,0.047164133,75,0,0.095215425,4200.0,7,0,0,0,0.0,3834.861986170438,0,False,False,False,True,0,0.0,0.0
17554,0.157148571,56,0,0.199862509,16000.0,9,0,2,0,0.0,13334.861186166123,0,False,False,True,False,0,0.0,0.0
29823,0.013860726,63,0,0.106508876,4393.0,7,0,1,0,0.0,3970.1443840925867,0,False,False,False,True,0,0.0,0.0
45089,0.005439179,41,1,0.491241668,6450.0,11,0,1,0,0.0,4325.254677634182,1,False,True,False,False,0,0.05,5.0
18588,0.052321496,26,0,0.008283348,3500.0,4,0,0,0,2.0,3471.246457597949,0,False,False,False,False,0,0.03,3.0
68662,0.120313281,49,0,0.577676034,6333.0,7,0,2,0,2.0,4014.1320927234165,0,False,True,False,False,0,0.03,3.0
85594,0.074654359,37,0,0.143234271,25000.0,7,0,1,0,3.0,21867.783912856474,0,True,False,False,False,0,0.01,1.0
43830,0.37574939,46,0,0.243189985,8626.0,26,0,1,0,3.0,6938.601584696647,0,False,True,False,False,0,0.08,8.0
136894,0.0,36,0,0.163008042,4600.0,6,0,0,0,0.0,3955.2606980167384,0,True,False,False,False,0,0.01,1.0
41341,0.293085007,86,0,1.109278351,3394.0,16,0,1,0,0.0,1609.0811335502112,0,False,False,False,True,0,0.03,3.0
107683,0.005907389,34,0,0.473253787,7458.0,5,0,2,0,0.0,5062.264265538928,0,True,False,False,False,0,0.0,0.0
102556,0.063301112,41,0,0.561286559,12000.0,19,0,3,0,3.0,7685.968940695915,0,False,True,False,False,0,0.03,3.0
96075,0.960026649,26,2,0.201765775,3850.0,5,0,0,0,0.0,3203.6192743132497,1,False,False,False,False,1,0.15,15.0
38772,0.487265393,64,0,0.277674935,2700.0,12,0,0,0,0.0,2113.2135616325604,0,False,False,False,True,0,0.05,5.0
31991,0.550448318,52,0,0.515559458,10250.0,9,0,3,0,0.0,6763.179066248155,0,False,False,True,False,0,0.02,2.0
8775,0.086375567,72,0,0.290208511,8200.0,12,0,2,0,0.0,6355.561856931512,0,False,False,False,True,0,0.0,0.0
124333,0.175294538,26,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,False,False,0,0.02,2.0
1334,0.032008214,73,0,0.226599205,8300.0,11,0,2,0,0.0,6766.676487451335,0,False,False,False,True,0,0.0,0.0
44910,0.013686645,80,0,0.003198976,6251.0,7,0,0,0,0.0,6231.066966320349,0,False,False,False,True,0,0.0,0.0
112408,0.0,86,0,0.0,5400.0,2,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
83571,0.144715849,47,0,0.032928943,7500.0,5,0,0,0,1.0,7260.906038916174,0,False,True,False,False,0,0.05,5.0
98359,0.9999999,41,0,0.059184218,3750.0,2,0,0,0,1.0,3540.460607580541,0,False,True,False,False,0,0.22,22.0
107024,0.711056369,46,0,0.345411765,4249.0,2,0,1,0,0.0,3158.1409576866604,0,False,True,False,False,0,0.04,4.0
57233,0.348121423,54,0,0.376581041,7668.0,10,0,2,0,0.0,5570.3222488301,0,False,False,True,False,0,0.06,6.0
65947,0.270760267,41,0,0.407197601,3000.0,10,0,1,0,0.0,2131.8967555573595,0,False,True,False,False,0,0.05,5.0
55811,0.004908793,67,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
114590,0.0,86,0,0.0,1113.0,1,0,0,0,1.0,1113.0,0,False,False,False,True,0,0.0,0.0
126979,0.035324725,48,0,0.286379873,6438.0,12,0,2,0,2.0,5004.742483249347,0,False,True,False,False,0,0.0,0.0
116167,0.410789169,48,0,0.41025641,4094.0,15,0,0,0,0.0,2903.018182346003,0,False,True,False,False,0,0.04,4.0
68360,1.119565217,34,0,0.024421129,5527.0,2,1,0,1,1.0,5395.242096768584,0,True,False,False,False,1,0.3,30.0
77739,0.079575338,37,0,0.143964009,4000.0,7,0,0,0,0.0,3496.613502287203,0,True,False,False,False,0,0.0,0.0
119093,1.007984032,22,0,0.007890584,1900.0,1,0,0,0,0.0,1885.125260779299,0,False,False,False,False,0,0.18,18.0
114366,0.453760053,65,0,0.362863714,10000.0,14,0,2,0,0.0,7337.490827054186,0,False,False,False,True,0,0.01,1.0
97298,0.670393601,47,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,True,False,False,0,0.06,6.0
75674,0.454694768,68,0,0.351751722,13500.0,23,0,2,0,0.0,9987.041096589777,0,False,False,False,True,0,0.02,2.0
119949,0.9999999,26,0,5.0,5400.0,0,1,0,1,0.0,900.0,0,False,False,False,False,0,0.5746666666666667,57.0
141110,0.044974652,68,0,5.0,5400.0,5,0,4,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
85011,0.019666071,42,0,5.0,5400.0,6,0,2,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
124156,0.133414344,63,0,0.354380426,3800.0,12,0,1,0,3.0,2805.7109561327934,0,False,False,False,True,0,0.02,2.0
54897,0.108734809,57,0,0.260390161,7073.0,8,0,1,0,4.0,5611.754374842347,0,False,False,True,False,0,0.0,0.0
66949,0.310631858,59,0,0.395339574,5020.0,7,0,1,0,2.0,3597.6905504150773,0,False,False,True,False,0,0.05,5.0
55057,0.9999999,25,0,0.0,6550.0,0,0,0,0,0.0,6550.0,0,False,False,False,False,1,0.05,5.0
47817,0.071195232,68,0,0.132240437,6404.0,10,0,1,0,0.0,5656.042471834098,0,False,False,False,True,0,0.0,0.0
100324,0.778209144,49,0,0.508499227,11000.0,15,0,2,0,3.0,7292.015669027584,0,False,True,False,False,0,0.12,12.0
49023,0.779881341,50,0,0.439894912,15605.0,13,0,2,0,1.0,10837.596459261606,0,False,True,False,False,0,0.04,4.0
60959,0.258346004,42,0,0.492904331,8173.0,14,0,1,0,1.0,5474.563795072813,0,False,True,False,False,0,0.04,4.0
10029,0.0,30,0,0.149462634,4000.0,6,0,0,0,2.0,3479.886932975326,0,False,False,False,False,0,0.0,0.0
89213,0.459655722,46,0,1.103758931,3218.0,7,0,2,0,0.0,1529.6429417748723,0,False,True,False,False,0,0.03,3.0
97041,0.077423624,49,0,0.52889281,6800.0,6,0,2,0,5.0,4447.663011771244,0,False,True,False,False,0,0.02,2.0
13166,0.134671542,46,0,0.078769178,11666.0,8,0,0,0,3.0,10814.176227789852,0,False,True,False,False,0,0.0,0.0
127199,0.078171008,32,0,0.364168855,4950.0,14,0,1,0,0.0,3628.58306129559,0,True,False,False,False,0,0.01,1.0
